source,destination,time,students
"China","Australia",2018,143323
"China","Australia",2019,155594
"China","Australia",2020,128183
"China","Australia",2021,93437
"China","Austria",2017,576.5
"China","Austria",2018,651.5
"China","Austria",2019,628.80482
"China","Austria",2020,630.31252
"China","Austria",2021,690.97918
"China","Azerbaijan",2017,76
"China","Azerbaijan",2018,87
"China","Azerbaijan",2019,77
"China","Azerbaijan",2020,75
"China","Azerbaijan",2021,59
"China","Bahamas",2017,..
"China","Bahamas",2018,..
"China","Bahamas",2019,..
"China","Bahamas",2020,..
"China","Bahamas",2021,..
"China","Bahrain",2017,1
"China","Bahrain",2018,..
"China","Bahrain",2019,..
"China","Bahrain",2020,1
"China","Bahrain",2021,2
"China","Bangladesh",2017,..
"China","Bangladesh",2018,..
"China","Bangladesh",2019,..
"China","Bangladesh",2020,..
"China","Bangladesh",2021,..
"China","Barbados",2017,..
"China","Barbados",2018,..
"China","Barbados",2019,..
"China","Barbados",2020,..
"China","Barbados",2021,..
"China","Belarus",2017,1507
"China","Belarus",2018,1564
"China","Belarus",2019,1938
"China","Belarus",2020,2397
"China","Belarus",2021,3998
"China","Belgium",2017,607
"China","Belgium",2018,340
"China","Belgium",2019,557
"China","Belgium",2020,917
"China","Belgium",2021,1044
"China","Belize",2017,..
"China","Belize",2018,..
"China","Belize",2019,..
"China","Belize",2020,..
"China","Belize",2021,..
"China","Benin",2017,..
"China","Benin",2018,..
"China","Benin",2019,..
"China","Benin",2020,..
"China","Benin",2021,..
"China","Bermuda",2017,..
"China","Bermuda",2018,..
"China","Bermuda",2019,..
"China","Bermuda",2020,..
"China","Bermuda",2021,..
"China","Bhutan",2017,..
"China","Bhutan",2018,..
"China","Bhutan",2019,..
"China","Bhutan",2020,..
"China","Bhutan",2021,6
"China","Bolivia (Plurinational State of)",2017,..
"China","Bolivia (Plurinational State of)",2018,..
"China","Bolivia (Plurinational State of)",2019,..
"China","Bolivia (Plurinational State of)",2020,..
"China","Bolivia (Plurinational State of)",2021,..
"China","Bosnia and Herzegovina",2017,1
"China","Bosnia and Herzegovina",2018,1
"China","Bosnia and Herzegovina",2019,..
"China","Bosnia and Herzegovina",2020,1
"China","Bosnia and Herzegovina",2021,2
"China","Botswana",2017,2
"China","Botswana",2018,..
"China","Botswana",2019,2
"China","Botswana",2020,7
"China","Botswana",2021,5
"China","Brazil",2017,319
"China","Brazil",2018,331
"China","Brazil",2019,316
"China","Brazil",2020,281
"China","Brazil",2021,242
"China","British Virgin Islands",2017,..
"China","British Virgin Islands",2018,..
"China","British Virgin Islands",2019,..
"China","British Virgin Islands",2020,..
"China","British Virgin Islands",2021,..
"China","Brunei Darussalam",2017,3
"China","Brunei Darussalam",2018,..
"China","Brunei Darussalam",2019,4
"China","Brunei Darussalam",2020,2
"China","Brunei Darussalam",2021,..
"China","Bulgaria",2017,56
"China","Bulgaria",2018,79
"China","Bulgaria",2019,120
"China","Bulgaria",2020,159
"China","Bulgaria",2021,180
"China","Burkina Faso",2017,..
"China","Burkina Faso",2018,..
"China","Burkina Faso",2019,..
"China","Burkina Faso",2020,..
"China","Burkina Faso",2021,..
"China","Burundi",2017,..
"China","Burundi",2018,..
"China","Burundi",2019,..
"China","Burundi",2020,..
"China","Burundi",2021,..
"China","Cambodia",2017,..
"China","Cambodia",2018,..
"China","Cambodia",2019,..
"China","Cambodia",2020,..
"China","Cambodia",2021,16
"China","Cameroon",2017,..
"China","Cameroon",2018,..
"China","Cameroon",2019,..
"China","Cameroon",2020,..
"China","Cameroon",2021,..
"China","Canada",2017,66161
"China","Canada",2018,70876.77455
"China","Canada",2019,75768
"China","Canada",2020,81006
"China","Canada",2021,79728
"China","Cabo Verde",2017,..
"China","Cabo Verde",2018,..
"China","Cabo Verde",2019,..
"China","Cabo Verde",2020,..
"China","Cabo Verde",2021,..
"China","Cayman Islands",2017,..
"China","Cayman Islands",2018,..
"China","Cayman Islands",2019,..
"China","Cayman Islands",2020,..
"China","Cayman Islands",2021,..
"China","Central African Republic",2017,..
"China","Central African Republic",2018,..
"China","Central African Republic",2019,..
"China","Central African Republic",2020,..
"China","Central African Republic",2021,..
"China","Chad",2017,..
"China","Chad",2018,..
"China","Chad",2019,..
"China","Chad",2020,..
"China","Chad",2021,..
"China","Channel Islands",2017,..
"China","Channel Islands",2018,..
"China","Channel Islands",2019,..
"China","Channel Islands",2020,..
"China","Channel Islands",2021,..
"China","Chile",2017,12
"China","Chile",2018,6
"China","Chile",2019,11
"China","Chile",2020,22
"China","Chile",2021,18
"China","China",2017,..
"China","China",2018,..
"China","China",2019,..
"China","China",2020,..
"China","China",2021,..
"China","China, Hong Kong",2017,28736.765
"China","China, Hong Kong",2018,31113.391
"China","China, Hong Kong",2019,35622.999
"China","China, Hong Kong",2020,39663
"China","China, Hong Kong",2021,39355
"China","China, Macao",2017,14013
"China","China, Macao",2018,15248
"China","China, Macao",2019,17002
"China","China, Macao",2020,19007
"China","China, Macao",2021,22211
"China","Colombia",2017,20
"China","Colombia",2018,19
"China","Colombia",2019,24
"China","Colombia",2020,17
"China","Colombia",2021,15
"China","Comoros",2017,..
"China","Comoros",2018,..
"China","Comoros",2019,..
"China","Comoros",2020,..
"China","Comoros",2021,..
"China","Congo",2017,..
"China","Congo",2018,..
"China","Congo",2019,..
"China","Congo",2020,..
"China","Congo",2021,..
"China","Cook Islands",2017,..
"China","Cook Islands",2018,..
"China","Cook Islands",2019,..
"China","Cook Islands",2020,..
"China","Cook Islands",2021,..
"China","Costa Rica",2017,41
"China","Costa Rica",2018,33
"China","Costa Rica",2019,30
"China","Costa Rica",2020,27
"China","Costa Rica",2021,..
"China","Côte d'Ivoire",2017,10
"China","Côte d'Ivoire",2018,..
"China","Côte d'Ivoire",2019,..
"China","Côte d'Ivoire",2020,..
"China","Côte d'Ivoire",2021,..
"China","Croatia",2017,21
"China","Croatia",2018,20
"China","Croatia",2019,23
"China","Croatia",2020,20
"China","Croatia",2021,16
"China","Cuba",2017,87
"China","Cuba",2018,62
"China","Cuba",2019,60
"China","Cuba",2020,52
"China","Cuba",2021,42
"China","Curaçao",2017,..
"China","Curaçao",2018,..
"China","Curaçao",2019,..
"China","Curaçao",2020,..
"China","Curaçao",2021,..
"China","Cyprus",2017,95
"China","Cyprus",2018,105
"China","Cyprus",2019,102
"China","Cyprus",2020,101
"China","Cyprus",2021,87
"China","Czechia",2017,251
"China","Czechia",2018,414
"China","Czechia",2019,572
"China","Czechia",2020,801
"China","Czechia",2021,767
"China","Democratic People's South Korea",2017,..
"China","Democratic People's South Korea",2018,..
"China","Democratic People's South Korea",2019,..
"China","Democratic People's South Korea",2020,..
"China","Democratic People's South Korea",2021,..
"China","Democratic Republic of the Congo",2017,..
"China","Democratic Republic of the Congo",2018,..
"China","Democratic Republic of the Congo",2019,..
"China","Democratic Republic of the Congo",2020,..
"China","Democratic Republic of the Congo",2021,..
"China","Denmark",2017,1107
"China","Denmark",2018,1182
"China","Denmark",2019,1237
"China","Denmark",2020,1381
"China","Denmark",2021,1484
"China","Djibouti",2017,..
"China","Djibouti",2018,..
"China","Djibouti",2019,..
"China","Djibouti",2020,..
"China","Djibouti",2021,..
"China","Dominica",2017,..
"China","Dominica",2018,..
"China","Dominica",2019,..
"China","Dominica",2020,..
"China","Dominica",2021,..
"China","Dominican Republic",2017,2
"China","Dominican Republic",2018,..
"China","Dominican Republic",2019,..
"China","Dominican Republic",2020,3
"China","Dominican Republic",2021,9
"China","Ecuador",2017,..
"China","Ecuador",2018,37
"China","Ecuador",2019,27
"China","Ecuador",2020,18
"China","Ecuador",2021,..
"China","Egypt",2017,..
"China","Egypt",2018,..
"China","Egypt",2019,..
"China","Egypt",2020,250
"China","Egypt",2021,..
"China","El Salvador",2017,3
"China","El Salvador",2018,4
"China","El Salvador",2019,3
"China","El Salvador",2020,1
"China","El Salvador",2021,..
"China","Equatorial Guinea",2017,..
"China","Equatorial Guinea",2018,..
"China","Equatorial Guinea",2019,..
"China","Equatorial Guinea",2020,..
"China","Equatorial Guinea",2021,..
"China","Eritrea",2017,..
"China","Eritrea",2018,..
"China","Eritrea",2019,..
"China","Eritrea",2020,..
"China","Eritrea",2021,..
"China","Estonia",2017,117
"China","Estonia",2018,113
"China","Estonia",2019,106
"China","Estonia",2020,116
"China","Estonia",2021,126
"China","Eswatini",2017,..
"China","Eswatini",2018,..
"China","Eswatini",2019,..
"China","Eswatini",2020,..
"China","Eswatini",2021,..
"China","Ethiopia",2017,..
"China","Ethiopia",2018,..
"China","Ethiopia",2019,..
"China","Ethiopia",2020,..
"China","Ethiopia",2021,..
"China","Faeroe Islands",2017,..
"China","Faeroe Islands",2018,..
"China","Faeroe Islands",2019,..
"China","Faeroe Islands",2020,..
"China","Faeroe Islands",2021,..
"China","Falkland Islands (Malvinas)",2017,..
"China","Falkland Islands (Malvinas)",2018,..
"China","Falkland Islands (Malvinas)",2019,..
"China","Falkland Islands (Malvinas)",2020,..
"China","Falkland Islands (Malvinas)",2021,..
"China","Fiji",2017,..
"China","Fiji",2018,..
"China","Fiji",2019,..
"China","Fiji",2020,..
"China","Fiji",2021,..
"China","Finland",2017,1738
"China","Finland",2018,1556
"China","Finland",2019,1585
"China","Finland",2020,1717
"China","Finland",2021,1956
"China","France",2017,24788
"China","France",2018,23494
"China","France",2019,23524
"China","France",2020,24780
"China","France",2021,23450
"China","French Guiana",2017,..
"China","French Guiana",2018,..
"China","French Guiana",2019,..
"China","French Guiana",2020,..
"China","French Guiana",2021,..
"China","French Polynesia",2017,..
"China","French Polynesia",2018,..
"China","French Polynesia",2019,..
"China","French Polynesia",2020,..
"China","French Polynesia",2021,..
"China","Gabon",2017,..
"China","Gabon",2018,..
"China","Gabon",2019,..
"China","Gabon",2020,..
"China","Gabon",2021,..
"China","Gambia",2017,..
"China","Gambia",2018,..
"China","Gambia",2019,..
"China","Gambia",2020,..
"China","Gambia",2021,..
"China","Georgia",2017,14
"China","Georgia",2018,19
"China","Georgia",2019,13
"China","Georgia",2020,6
"China","Georgia",2021,10
"China","Germany",2017,27765
"China","Germany",2018,30023
"China","Germany",2019,32472
"China","Germany",2020,39281
"China","Germany",2021,38386
"China","Ghana",2017,21
"China","Ghana",2018,21
"China","Ghana",2019,30
"China","Ghana",2020,28
"China","Ghana",2021,19
"China","Gibraltar",2017,..
"China","Gibraltar",2018,..
"China","Gibraltar",2019,..
"China","Gibraltar",2020,..
"China","Gibraltar",2021,..
"China","Greece",2017,43
"China","Greece",2018,61
"China","Greece",2019,62
"China","Greece",2020,68
"China","Greece",2021,54
"China","Greenland",2017,..
"China","Greenland",2018,..
"China","Greenland",2019,..
"China","Greenland",2020,..
"China","Greenland",2021,..
"China","Grenada",2017,7
"China","Grenada",2018,8
"China","Grenada",2019,..
"China","Grenada",2020,..
"China","Grenada",2021,..
"China","Guadeloupe",2017,..
"China","Guadeloupe",2018,..
"China","Guadeloupe",2019,..
"China","Guadeloupe",2020,..
"China","Guadeloupe",2021,..
"China","Guam",2017,..
"China","Guam",2018,..
"China","Guam",2019,..
"China","Guam",2020,..
"China","Guam",2021,..
"China","Guatemala",2017,..
"China","Guatemala",2018,..
"China","Guatemala",2019,1
"China","Guatemala",2020,..
"China","Guatemala",2021,..
"China","Guernsey",2017,..
"China","Guernsey",2018,..
"China","Guernsey",2019,..
"China","Guernsey",2020,..
"China","Guernsey",2021,..
"China","Guinea",2017,..
"China","Guinea",2018,..
"China","Guinea",2019,..
"China","Guinea",2020,..
"China","Guinea",2021,..
"China","Guinea-Bissau",2017,..
"China","Guinea-Bissau",2018,..
"China","Guinea-Bissau",2019,..
"China","Guinea-Bissau",2020,..
"China","Guinea-Bissau",2021,..
"China","Guyana",2017,..
"China","Guyana",2018,..
"China","Guyana",2019,..
"China","Guyana",2020,..
"China","Guyana",2021,..
"China","Haiti",2017,..
"China","Haiti",2018,..
"China","Haiti",2019,..
"China","Haiti",2020,..
"China","Haiti",2021,..
"China","Holy See",2017,..
"China","Holy See",2018,..
"China","Holy See",2019,..
"China","Holy See",2020,..
"China","Holy See",2021,..
"China","Honduras",2017,7
"China","Honduras",2018,4
"China","Honduras",2019,7
"China","Honduras",2020,..
"China","Honduras",2021,..
"China","Hungary",2017,1574
"China","Hungary",2018,2075
"China","Hungary",2019,2377
"China","Hungary",2020,2776
"China","Hungary",2021,2723
"China","Iceland",2017,35
"China","Iceland",2018,32
"China","Iceland",2019,36
"China","Iceland",2020,34
"China","Iceland",2021,38
"China","India",2017,177
"China","India",2018,172
"China","India",2019,106
"China","India",2020,122
"China","India",2021,83
"China","Indonesia",2017,630
"China","Indonesia",2018,515
"China","Indonesia",2019,..
"China","Indonesia",2020,..
"China","Indonesia",2021,..
"China","Iran (Islamic Republic of)",2017,230
"China","Iran (Islamic Republic of)",2018,539
"China","Iran (Islamic Republic of)",2019,649
"China","Iran (Islamic Republic of)",2020,422
"China","Iran (Islamic Republic of)",2021,..
"China","Iraq",2017,..
"China","Iraq",2018,..
"China","Iraq",2019,..
"China","Iraq",2020,..
"China","Iraq",2021,..
"China","Ireland",2017,2012
"China","Ireland",2018,2489
"China","Ireland",2019,2895
"China","Ireland",2020,3362
"China","Ireland",2021,3365
"China","Isle of Man",2017,..
"China","Isle of Man",2018,..
"China","Isle of Man",2019,..
"China","Isle of Man",2020,..
"China","Isle of Man",2021,..
"China","Israel",2017,..
"China","Israel",2018,..
"China","Israel",2019,..
"China","Israel",2020,..
"China","Israel",2021,..
"China","Italy",2017,14531
"China","Italy",2018,15167
"China","Italy",2019,11965
"China","Italy",2020,12413
"China","Italy",2021,5674
"China","Jamaica",2017,..
"China","Jamaica",2018,..
"China","Jamaica",2019,..
"China","Jamaica",2020,..
"China","Jamaica",2021,..
"China","Japan",2017,..
"China","Japan",2018,..
"China","Japan",2019,..
"China","Japan",2020,..
"China","Japan",2021,..
"China","Jersey",2017,..
"China","Jersey",2018,..
"China","Jersey",2019,..
"China","Jersey",2020,..
"China","Jersey",2021,..
"China","Jordan",2017,355
"China","Jordan",2018,426
"China","Jordan",2019,408
"China","Jordan",2020,507
"China","Jordan",2021,489
"China","Kazakhstan",2017,1377
"China","Kazakhstan",2018,1324
"China","Kazakhstan",2019,1472
"China","Kazakhstan",2020,989
"China","Kazakhstan",2021,..
"China","Kenya",2017,2
"China","Kenya",2018,..
"China","Kenya",2019,76
"China","Kenya",2020,..
"China","Kenya",2021,..
"China","Kiribati",2017,..
"China","Kiribati",2018,..
"China","Kiribati",2019,..
"China","Kiribati",2020,..
"China","Kiribati",2021,..
"China","Kuwait",2017,..
"China","Kuwait",2018,..
"China","Kuwait",2019,..
"China","Kuwait",2020,..
"China","Kuwait",2021,..
"China","Kyrgyzstan",2017,270
"China","Kyrgyzstan",2018,273
"China","Kyrgyzstan",2019,220
"China","Kyrgyzstan",2020,204
"China","Kyrgyzstan",2021,99
"China","Lao People's Democratic Republic",2017,125
"China","Lao People's Democratic Republic",2018,145
"China","Lao People's Democratic Republic",2019,133
"China","Lao People's Democratic Republic",2020,190
"China","Lao People's Democratic Republic",2021,..
"China","Latvia",2017,26
"China","Latvia",2018,66
"China","Latvia",2019,45
"China","Latvia",2020,85
"China","Latvia",2021,77
"China","Lebanon",2017,..
"China","Lebanon",2018,..
"China","Lebanon",2019,..
"China","Lebanon",2020,..
"China","Lebanon",2021,..
"China","Lesotho",2017,..
"China","Lesotho",2018,..
"China","Lesotho",2019,..
"China","Lesotho",2020,..
"China","Lesotho",2021,..
"China","Liberia",2017,..
"China","Liberia",2018,..
"China","Liberia",2019,..
"China","Liberia",2020,..
"China","Liberia",2021,..
"China","Libya",2017,..
"China","Libya",2018,..
"China","Libya",2019,..
"China","Libya",2020,..
"China","Libya",2021,..
"China","Liechtenstein",2017,4
"China","Liechtenstein",2018,4
"China","Liechtenstein",2019,3
"China","Liechtenstein",2020,3
"China","Liechtenstein",2021,6
"China","Lithuania",2017,45
"China","Lithuania",2018,70
"China","Lithuania",2019,130
"China","Lithuania",2020,177
"China","Lithuania",2021,207
"China","Luxembourg",2017,84
"China","Luxembourg",2018,89
"China","Luxembourg",2019,88
"China","Luxembourg",2020,88
"China","Luxembourg",2021,85
"China","Madagascar",2017,..
"China","Madagascar",2018,..
"China","Madagascar",2019,..
"China","Madagascar",2020,..
"China","Madagascar",2021,..
"China","Malawi",2017,..
"China","Malawi",2018,..
"China","Malawi",2019,..
"China","Malawi",2020,..
"China","Malawi",2021,..
"China","Malaysia",2017,10880
"China","Malaysia",2018,..
"China","Malaysia",2019,11713
"China","Malaysia",2020,16974
"China","Malaysia",2021,27893
"China","Maldives",2017,..
"China","Maldives",2018,..
"China","Maldives",2019,..
"China","Maldives",2020,..
"China","Maldives",2021,..
"China","Mali",2017,..
"China","Mali",2018,..
"China","Mali",2019,..
"China","Mali",2020,..
"China","Mali",2021,..
"China","Malta",2017,24
"China","Malta",2018,31
"China","Malta",2019,32
"China","Malta",2020,65
"China","Malta",2021,61
"China","Marshall Islands",2017,..
"China","Marshall Islands",2018,..
"China","Marshall Islands",2019,3
"China","Marshall Islands",2020,..
"China","Marshall Islands",2021,..
"China","Martinique",2017,..
"China","Martinique",2018,..
"China","Martinique",2019,..
"China","Martinique",2020,..
"China","Martinique",2021,..
"China","Mauritania",2017,..
"China","Mauritania",2018,..
"China","Mauritania",2019,1
"China","Mauritania",2020,..
"China","Mauritania",2021,..
"China","Mauritius",2017,3
"China","Mauritius",2018,..
"China","Mauritius",2019,..
"China","Mauritius",2020,2
"China","Mauritius",2021,3
"China","Mayotte",2017,..
"China","Mayotte",2018,..
"China","Mayotte",2019,..
"China","Mayotte",2020,..
"China","Mayotte",2021,..
"China","Mexico",2017,..
"China","Mexico",2018,..
"China","Mexico",2019,..
"China","Mexico",2020,..
"China","Mexico",2021,..
"China","Micronesia (Federated States of)",2017,..
"China","Micronesia (Federated States of)",2018,..
"China","Micronesia (Federated States of)",2019,..
"China","Micronesia (Federated States of)",2020,..
"China","Micronesia (Federated States of)",2021,..
"China","Monaco",2017,..
"China","Monaco",2018,..
"China","Monaco",2019,..
"China","Monaco",2020,2
"China","Monaco",2021,1
"China","Mongolia",2017,969
"China","Mongolia",2018,1118
"China","Mongolia",2019,1640
"China","Mongolia",2020,..
"China","Mongolia",2021,..
"China","Montenegro",2017,..
"China","Montenegro",2018,..
"China","Montenegro",2019,..
"China","Montenegro",2020,..
"China","Montenegro",2021,..
"China","Montserrat",2017,..
"China","Montserrat",2018,..
"China","Montserrat",2019,..
"China","Montserrat",2020,..
"China","Montserrat",2021,..
"China","Morocco",2017,57
"China","Morocco",2018,36
"China","Morocco",2019,58
"China","Morocco",2020,51
"China","Morocco",2021,37
"China","Mozambique",2017,2
"China","Mozambique",2018,3
"China","Mozambique",2019,..
"China","Mozambique",2020,..
"China","Mozambique",2021,..
"China","Myanmar",2017,..
"China","Myanmar",2018,320
"China","Myanmar",2019,..
"China","Myanmar",2020,..
"China","Myanmar",2021,..
"China","Namibia",2017,5
"China","Namibia",2018,4
"China","Namibia",2019,5
"China","Namibia",2020,5
"China","Namibia",2021,..
"China","Nauru",2017,..
"China","Nauru",2018,..
"China","Nauru",2019,..
"China","Nauru",2020,..
"China","Nauru",2021,..
"China","Nepal",2017,..
"China","Nepal",2018,..
"China","Nepal",2019,..
"China","Nepal",2020,..
"China","Nepal",2021,..
"China","Netherlands",2017,4929
"China","Netherlands",2018,5089
"China","Netherlands",2019,4475
"China","Netherlands",2020,..
"China","Netherlands",2021,..
"China","New Caledonia",2017,..
"China","New Caledonia",2018,..
"China","New Caledonia",2019,..
"China","New Caledonia",2020,..
"China","New Caledonia",2021,..
"China","New Zealand",2017,17645.97116
"China","New Zealand",2018,18338.13354
"China","New Zealand",2019,18679.77326
"China","New Zealand",2020,13815.01054
"China","New Zealand",2021,11443.22734
"China","Nicaragua",2017,..
"China","Nicaragua",2018,..
"China","Nicaragua",2019,..
"China","Nicaragua",2020,..
"China","Nicaragua",2021,..
"China","Niger",2017,3
"China","Niger",2018,6
"China","Niger",2019,6
"China","Niger",2020,..
"China","Niger",2021,..
"China","Nigeria",2017,..
"China","Nigeria",2018,..
"China","Nigeria",2019,..
"China","Nigeria",2020,..
"China","Nigeria",2021,..
"China","Niue",2017,..
"China","Niue",2018,..
"China","Niue",2019,..
"China","Niue",2020,..
"China","Niue",2021,..
"China","Norfolk Island",2017,..
"China","Norfolk Island",2018,..
"China","Norfolk Island",2019,..
"China","Norfolk Island",2020,..
"China","Norfolk Island",2021,..
"China","North Macedonia",2017,1
"China","North Macedonia",2018,2
"China","North Macedonia",2019,2
"China","North Macedonia",2020,1
"China","North Macedonia",2021,..
"China","Northern Mariana Islands",2017,..
"China","Northern Mariana Islands",2018,..
"China","Northern Mariana Islands",2019,..
"China","Northern Mariana Islands",2020,..
"China","Northern Mariana Islands",2021,..
"China","Norway",2017,468
"China","Norway",2018,771
"China","Norway",2019,510
"China","Norway",2020,881
"China","Norway",2021,830
"China","Oman",2017,5
"China","Oman",2018,4
"China","Oman",2019,2
"China","Oman",2020,5
"China","Oman",2021,5
"China","Pakistan",2017,..
"China","Pakistan",2018,..
"China","Pakistan",2019,..
"China","Pakistan",2020,..
"China","Pakistan",2021,..
"China","Palau",2017,..
"China","Palau",2018,..
"China","Palau",2019,..
"China","Palau",2020,..
"China","Palau",2021,..
"China","Palestine",2017,..
"China","Palestine",2018,..
"China","Palestine",2019,..
"China","Palestine",2020,..
"China","Palestine",2021,..
"China","Panama",2017,..
"China","Panama",2018,..
"China","Panama",2019,14
"China","Panama",2020,20
"China","Panama",2021,19
"China","Papua New Guinea",2017,..
"China","Papua New Guinea",2018,..
"China","Papua New Guinea",2019,..
"China","Papua New Guinea",2020,..
"China","Papua New Guinea",2021,..
"China","Paraguay",2017,..
"China","Paraguay",2018,..
"China","Paraguay",2019,..
"China","Paraguay",2020,..
"China","Paraguay",2021,..
"China","Peru",2017,..
"China","Peru",2018,..
"China","Peru",2019,..
"China","Peru",2020,..
"China","Peru",2021,..
"China","Philippines",2017,..
"China","Philippines",2018,..
"China","Philippines",2019,..
"China","Philippines",2020,..
"China","Philippines",2021,..
"China","Pitcairn",2017,..
"China","Pitcairn",2018,..
"China","Pitcairn",2019,..
"China","Pitcairn",2020,..
"China","Pitcairn",2021,..
"China","Poland",2017,937
"China","Poland",2018,983
"China","Poland",2019,983
"China","Poland",2020,1292
"China","Poland",2021,1474
"China","Portugal",2017,488
"China","Portugal",2018,599
"China","Portugal",2019,686
"China","Portugal",2020,777
"China","Portugal",2021,776
"China","Puerto Rico",2017,..
"China","Puerto Rico",2018,..
"China","Puerto Rico",2019,..
"China","Puerto Rico",2020,..
"China","Puerto Rico",2021,..
"China","Qatar",2017,18
"China","Qatar",2018,16
"China","Qatar",2019,29
"China","Qatar",2020,29
"China","Qatar",2021,26
"China","South Korea",2017,44163
"China","South Korea",2018,51345
"China","South Korea",2019,55670
"China","South Korea",2020,58746
"China","South Korea",2021,59344
"China","Republic of Moldova",2017,2
"China","Republic of Moldova",2018,15
"China","Republic of Moldova",2019,12
"China","Republic of Moldova",2020,13
"China","Republic of Moldova",2021,22
"China","Réunion",2017,..
"China","Réunion",2018,..
"China","Réunion",2019,..
"China","Réunion",2020,..
"China","Réunion",2021,..
"China","Romania",2017,..
"China","Romania",2018,75
"China","Romania",2019,77
"China","Romania",2020,85
"China","Romania",2021,52
"China","Russia",2017,11950
"China","Russia",2018,14971
"China","Russia",2019,18531
"China","Russia",2020,32033
"China","Russia",2021,35674
"China","Rwanda",2017,..
"China","Rwanda",2018,1
"China","Rwanda",2019,..
"China","Rwanda",2020,..
"China","Rwanda",2021,..
"China","Saint Helena",2017,..
"China","Saint Helena",2018,..
"China","Saint Helena",2019,..
"China","Saint Helena",2020,..
"China","Saint Helena",2021,..
"China","Saint Kitts and Nevis",2017,..
"China","Saint Kitts and Nevis",2018,..
"China","Saint Kitts and Nevis",2019,..
"China","Saint Kitts and Nevis",2020,..
"China","Saint Kitts and Nevis",2021,..
"China","Saint Lucia",2017,..
"China","Saint Lucia",2018,..
"China","Saint Lucia",2019,..
"China","Saint Lucia",2020,..
"China","Saint Lucia",2021,..
"China","Saint Pierre and Miquelon",2017,..
"China","Saint Pierre and Miquelon",2018,..
"China","Saint Pierre and Miquelon",2019,..
"China","Saint Pierre and Miquelon",2020,..
"China","Saint Pierre and Miquelon",2021,..
"China","Saint Vincent and the Grenadines",2017,..
"China","Saint Vincent and the Grenadines",2018,..
"China","Saint Vincent and the Grenadines",2019,..
"China","Saint Vincent and the Grenadines",2020,..
"China","Saint Vincent and the Grenadines",2021,..
"China","Saint Barthélemy",2017,..
"China","Saint Barthélemy",2018,..
"China","Saint Barthélemy",2019,..
"China","Saint Barthélemy",2020,..
"China","Saint Barthélemy",2021,..
"China","Saint-Martin (French part)",2017,..
"China","Saint-Martin (French part)",2018,..
"China","Saint-Martin (French part)",2019,..
"China","Saint-Martin (French part)",2020,..
"China","Saint-Martin (French part)",2021,..
"China","Samoa",2017,..
"China","Samoa",2018,..
"China","Samoa",2019,..
"China","Samoa",2020,..
"China","Samoa",2021,..
"China","San Marino",2017,..
"China","San Marino",2018,..
"China","San Marino",2019,..
"China","San Marino",2020,..
"China","San Marino",2021,..
"China","Sao Tome and Principe",2017,..
"China","Sao Tome and Principe",2018,..
"China","Sao Tome and Principe",2019,..
"China","Sao Tome and Principe",2020,..
"China","Sao Tome and Principe",2021,..
"China","Saudi Arabia",2017,862
"China","Saudi Arabia",2018,768
"China","Saudi Arabia",2019,707
"China","Saudi Arabia",2020,726
"China","Saudi Arabia",2021,611
"China","Senegal",2017,..
"China","Senegal",2018,..
"China","Senegal",2019,..
"China","Senegal",2020,..
"China","Senegal",2021,..
"China","Serbia",2017,13
"China","Serbia",2018,21
"China","Serbia",2019,17
"China","Serbia",2020,18
"China","Serbia",2021,23
"China","Seychelles",2017,..
"China","Seychelles",2018,..
"China","Seychelles",2019,..
"China","Seychelles",2020,..
"China","Seychelles",2021,..
"China","Sierra Leone",2017,..
"China","Sierra Leone",2018,..
"China","Sierra Leone",2019,..
"China","Sierra Leone",2020,..
"China","Sierra Leone",2021,..
"China","Singapore",2017,..
"China","Singapore",2018,..
"China","Singapore",2019,..
"China","Singapore",2020,..
"China","Singapore",2021,..
"China","Sint Maarten (Dutch part)",2017,..
"China","Sint Maarten (Dutch part)",2018,..
"China","Sint Maarten (Dutch part)",2019,..
"China","Sint Maarten (Dutch part)",2020,..
"China","Sint Maarten (Dutch part)",2021,..
"China","Slovakia",2017,29
"China","Slovakia",2018,32
"China","Slovakia",2019,37
"China","Slovakia",2020,47
"China","Slovakia",2021,42
"China","Slovenia",2017,21
"China","Slovenia",2018,25
"China","Slovenia",2019,28
"China","Slovenia",2020,35
"China","Slovenia",2021,44
"China","Solomon Islands",2017,..
"China","Solomon Islands",2018,..
"China","Solomon Islands",2019,..
"China","Solomon Islands",2020,..
"China","Solomon Islands",2021,..
"China","Somalia",2017,..
"China","Somalia",2018,..
"China","Somalia",2019,..
"China","Somalia",2020,..
"China","Somalia",2021,..
"China","South Africa",2017,192
"China","South Africa",2018,192
"China","South Africa",2019,165
"China","South Africa",2020,146
"China","South Africa",2021,154
"China","South Sudan",2017,..
"China","South Sudan",2018,..
"China","South Sudan",2019,..
"China","South Sudan",2020,..
"China","South Sudan",2021,..
"China","Spain",2017,2211
"China","Spain",2018,2436
"China","Spain",2019,2982
"China","Spain",2020,3289
"China","Spain",2021,3222
"China","Sri Lanka",2017,73
"China","Sri Lanka",2018,64
"China","Sri Lanka",2019,107
"China","Sri Lanka",2020,132
"China","Sri Lanka",2021,125
"China","Sudan",2017,..
"China","Sudan",2018,..
"China","Sudan",2019,..
"China","Sudan",2020,..
"China","Sudan",2021,..
"China","Sudan (pre-secession)",2017,..
